OCCURRENCE_NAME,CLASS,STATE,COMMODITY_NAMES,LONGITUDE,LATITUDE,LABEL
Woolka Road Resource Group,mineral deposit,WA,"Unspecified/Unknown, Heavy minerals, Ilmenite, Zircon, Rutile, Leucoxene, Monazite, Garnet",115.35690000000001,-30.68529999999999,0
Cooljarloo Group,mineral deposit,WA,"Heavy minerals, Ilmenite, Zircon, Leucoxene, Rutile, Monazite, Staurolite, Unspecified/Unknown",115.3607,-30.59329999999998,0
Cooljarloo / Greenstone,mineral deposit,WA,"Leucoxene, Rutile, Unspecified/Unknown, Heavy minerals, Ilmenite, Zircon",115.3361,-30.531600000000065,0
Drak Diatomite,mineral deposit,WA,Diatomite,115.4313,-30.335999999999974,0
Arrino West Sand,mineral deposit,WA,Sand - undifferentiated,115.5275,-29.437800000000003,0
Yandanooka,Deposit - Unspecified,WA,"Unspecified/Unknown, Heavy minerals, Ilmenite, Zircon, Rutile, Leucoxene",115.5354,-29.332200000000004,0
Irwin River - Lockier,mineral deposit,WA,Coal - undifferentiated,115.5906,-29.059999999999956,0
Minindi Creek - Yinnietharra,mineral deposit,WA,"Uranium oxide, Uranium",116.22540000000001,-24.82540000000003,0
Gascoyne Tourmaline (09),mineral deposit,WA,Tourmaline,116.22140000000002,-24.509699999999977,0
Frasers - Yangibana,mineral deposit,WA,"Rare earth oxides, Rare earth elements, Neodymium, Praseodymium, Dysprosium, Europium",116.31000000000002,-23.952399999999983,0
Bald Hill South - Yangibana,mineral deposit,WA,"Rare earth oxides, Rare earth elements, Neodymium, Praseodymium, Dysprosium, Europium",116.29590000000002,-23.906099999999984,0
Bourne - Serpentine,mineral deposit,WA,Iron,116.5583,-22.371899999999997,0
Old BHP Deposit 6,Deposit - Unspecified,WA,Iron,116.50500000000001,-22.25379999999997,0
Lora,Deposit - Unspecified,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron",116.5129,-22.2339,0
Middle Robe Mesa 2403E,mineral deposit,WA,Iron,116.5849,-21.749700000000033,0
Cardan Pool,mineral deposit,WA,"Sand - undifferentiated, Gravel",116.7132,-20.93359999999999,0
Mt Regal / Boral,Mine - Openpit,WA,"Aggregate - undifferentiated, Aggregate - coarse, Bush rock, Sand - undifferentiated, Basalt",116.7273,-20.82460000000003,0
Seven Mile Gravel / Norwest,mineral deposit,WA,Gravel,116.75650000000002,-20.7715,0
Burrup Sand,mineral deposit,WA,Sand - undifferentiated,116.7567,-20.674100000000006,0
Burrup - Holden Point,mineral deposit,WA,"Aggregate - undifferentiated, Unspecified/Unknown",116.7628,-20.606,0
Moses Rock Road South 1,mineral deposit,WA,Sand - undifferentiated,115.0106,-33.77019999999998,0
Bunker Bay,mineral deposit,WA,"Heavy minerals, Ilmenite, Zircon, Leucoxene, Monazite",115.04200000000002,-33.546099999999946,0
Ledge Point Limesand / Westdeen,mineral deposit,WA,Limesand,115.39790000000002,-31.15140000000001,0
Lancelin / Westdeen,mineral deposit,WA,"Magnesite, Unspecified/Unknown, Agricultural Lime, Limesand, Limestone",115.34749999999998,-31.030399999999997,0
Cooljarloo 27000 South,mineral deposit,WA,"Leucoxene, Rutile, Unspecified/Unknown, Heavy minerals, Ilmenite, Zircon",115.4595,-30.690100000000044,0
Cooljarloo 12000,mineral deposit,WA,"Leucoxene, Rutile, Unspecified/Unknown, Heavy minerals, Ilmenite, Zircon",115.4348,-30.624500000000005,0
Mallina Mining and Exploration NL (70),mineral deposit,WA,Diatomite,115.51239999999999,-29.940099999999983,0
Durack / Sheffield,mineral deposit,WA,"Unspecified/Unknown, Heavy minerals, Ilmenite, Zircon, Rutile, Leucoxene",115.6057,-29.5616,0
Arrino Sand,mineral deposit,WA,Sand - undifferentiated,115.6338,-29.37169999999998,0
Carrido Spring,mineral deposit,WA,Aggregate - undifferentiated,115.67960000000001,-29.157899999999998,0
Carlinga Well Kaolin,mineral deposit,WA,Kaolin,115.87660000000001,-28.018899999999977,0
Yinnietharra / Poland (09),mineral deposit,WA,Beryl - undifferentiated,116.24239999999999,-25.021299999999947,0
Camel Hill 5,mineral deposit,WA,"Beryl - aquamarine, Beryl - emerald, Beryl - undifferentiated, Quartz - rose, Quartz - amethyst, Bismuth",116.37279999999998,-24.61919999999998,0
Centipede Range,mineral deposit,WA,"Yttrium oxide, Yttrium, Uranium",116.38119999999999,-24.183700000000027,0
B1 - Metawandy,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron",116.6204,-22.750599999999988,0
Mesa 1 - Duck Creek,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Sulphur, Alumina, Iron",116.62399999999998,-22.539400000000008,0
Elevation,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron",116.623,-22.450399999999963,0
Old BHP Deposit 8,Deposit - Unspecified,WA,Iron,116.66440000000001,-22.187700000000046,0
Borrow Pit L47/213,mineral deposit,WA,Gravel,116.70220000000002,-21.65359999999998,0
Borrow Pit L47/211 and L47/107,mineral deposit,WA,Gravel,116.7619,-21.591900000000013,0
Maitland River - Toorare Pool 1,mineral deposit,WA,"Gravel, Sand - undifferentiated",116.801,-20.994300000000035,0
Twin Table Hills Borrow Pit,mineral deposit,WA,Aggregate - undifferentiated,116.8288,-20.908600000000014,0
Legendre Island Limestone,mineral deposit,WA,"Limestone, Limesand",116.86650000000002,-20.38019999999998,0
Trig Road 3 - Naturaliste N.P.,mineral deposit,WA,Limestone,115.0475,-34.156300000000016,0
Trig Road 1 - Naturaliste N.P.,mineral deposit,WA,Limesand,115.05869999999999,-34.13869999999997,0
Calgardup Cave East,mineral deposit,WA,Gravel,115.03719999999998,-34.04890000000003,0
Carter Road Gravel 1,mineral deposit,WA,Gravel,115.053,-33.925199999999975,0
Wilyabrup West,mineral deposit,WA,Gravel,115.0241,-33.78599999999999,0
Pusey Road,Mine - Openpit,WA,Sand - undifferentiated,115.05999999999999,-33.773700000000005,0
Telfer East HMS,mineral deposit,WA,"Heavy minerals, Ilmenite, Zircon",115.0445,-33.65570000000003,0
Eagle Bay Gravel 1,mineral deposit,WA,Gravel,115.0493,-33.562999999999974,0
Seabird East,mineral deposit,WA,Limestone,115.4753,-31.292899999999992,0
Indian Ocean Drive Lots 104-106 Breton Bay / Meteor Stone,Mine - Openpit,WA,"Limestone, Limesand",115.47310000000002,-31.211499999999994,0
Gabys Peak,mineral deposit,WA,"Diatomite, Unspecified/Unknown",115.5108,-30.94480000000004,0
Cataby Pit 5,mineral deposit,WA,"Heavy minerals, Ilmenite, Zircon, Rutile",115.5462,-30.774999999999988,0
Cataby Resource Group,mineral deposit,WA,"Unspecified/Unknown, Heavy minerals, Ilmenite, Zircon, Rutile, Leucoxene, Staurolite, Garnet, Monazite",115.5459,-30.74320000000003,0
Emu Hill Phosphate - Dandaragan,mineral deposit,WA,Phosphate,115.63480000000001,-30.43420000000002,0
Dinner Hill,mineral deposit,WA,"Phosphorus oxide, Unspecified/Unknown, Potassium, Phosphate, Glauconite",115.64209999999999,-30.395200000000038,0
Yalbra Main Zone,mineral deposit,WA,Graphite,116.35180000000001,-25.56019999999997,0
Injinu Hills Rose Quartz,mineral deposit,WA,Quartz - rose,116.3857,-24.711200000000005,0
Gascoyne Amethyst (09),mineral deposit,WA,Quartz - amethyst,116.4663,-24.477500000000028,0
Western Mesas - Anthiby Well CID,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Sulphur, Alumina, Iron",116.6965,-22.82590000000005,0
Mesa 5 - Duck Creek,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Sulphur, Alumina, Iron",116.6557,-22.59490000000004,0
Broadway West,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron",116.7386,-22.45849999999997,0
Zorb,Deposit - Unspecified,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron",116.76050000000001,-22.308099999999968,0
Kumina Creek 1,mineral deposit,WA,Iron,116.84279999999998,-21.833800000000004,0
Kumina A,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Alumina, Iron",116.83749999999999,-21.814600000000002,0
Borrow Pit L47/237,mineral deposit,WA,Gravel,116.8036,-21.570999999999998,0
Borrow Pit L47/240 and L47/241,mineral deposit,WA,Gravel,116.8436,-21.421699999999973,0
Karratha Stone / Bell,mineral deposit,WA,"Sandstone, Dimension stone, Bush rock",116.9496,-21.059199999999997,0
Pattersons Hut Well (Old),mineral deposit,WA,Sand - undifferentiated,116.94040000000001,-20.815000000000026,0
Nickol Bay Northwest / Karratha Earthmoving,Mine - Openpit,WA,Sand - undifferentiated,116.8987,-20.726800000000036,0
Grosse Road Lot 61 Hamelin Bay,mineral deposit,WA,"Agricultural Lime, Limestone",115.06659999999998,-34.240400000000015,0
Boranup Limesand,mineral deposit,WA,Limesand,115.0771,-34.185600000000015,0
Bullant - Karridale,mineral deposit,WA,"Unspecified/Unknown, Heavy minerals, Ilmenite, Zircon",115.13480000000001,-34.145800000000044,0
Witchcliffe HMS,mineral deposit,WA,"Unspecified/Unknown, Heavy minerals, Ilmenite, Zircon, Leucoxene, Garnet",115.129,-34.02709999999997,0
Osmington Road Gravel,mineral deposit,WA,Gravel,115.104,-33.92429999999997,0
Harmans Mill Road Lot 112 Metricup / CIM,Mine - Openpit,WA,Sand - undifferentiated,115.1182,-33.80880000000001,0
Yelverton Road,Mine - Openpit,WA,Sand - undifferentiated,115.1614,-33.73810000000001,0
Moore River Group,mineral deposit,WA,"Limestone, Dimension stone",115.51790000000001,-31.322600000000044,0
Bidaminna,mineral deposit,WA,"Unspecified/Unknown, Titanium dioxide, Heavy minerals, Ilmenite, Leucoxene, Zircon, Rutile, Garnet, Staurolite, Monazite",115.6001,-31.096799999999998,0
Regans Ford Strand 61 Main,mineral deposit,WA,"Heavy minerals, Ilmenite, Zircon, Leucoxene, Monazite",115.67010000000002,-30.942600000000017,0
Cataby Pit 1,mineral deposit,WA,"Heavy minerals, Ilmenite, Zircon, Rutile",115.6063,-30.83399999999995,0
Caves Phosphate,mineral deposit,WA,Phosphate,115.6305,-30.730000000000054,0
Cooks Phosphate,mineral deposit,WA,Phosphate,115.67500000000001,-30.676100000000023,0
Carnamah / Green,mineral deposit,WA,Gypsum,115.7987,-29.605600000000003,0
Three Springs Group,mineral deposit,WA,Talc,115.86120000000001,-29.506399999999946,0
Oxley Potash,mineral deposit,WA,Potassium,115.8326,-29.200399999999995,0
"Bulgarro Opal / Byro / McNamara, McNamara and Keogh (09)",mineral deposit,WA,Opal,116.34660000000001,-26.12030000000001,0
Leake Spring amethyst,mineral deposit,WA,Quartz - amethyst,116.5546,-24.500799999999956,0
Cheela Marble 2,Mine - Openpit,WA,"Marble, Dimension stone",116.7668,-22.903200000000027,0
Eastern Mesas - Anthiby Well CID,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Sulphur, Alumina, Iron",116.769,-22.842800000000036,0
Welthalandalthuluna,mineral deposit,WA,Iron,116.74380000000001,-22.739700000000024,0
Boolgeeda CID,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron",116.76570000000001,-22.61469999999997,0
Eliwana West End,Deposit - Unspecified,WA,Iron,116.83060000000002,-22.49369999999997,0
Serpentine Creek West,mineral deposit,WA,Iron,116.8757,-22.349400000000003,0
Kumina Creek 4,mineral deposit,WA,Iron,116.8749,-21.860200000000056,0
Gregory West 2 - Andover,mineral deposit,WA,"Aggregate - marine, Aggregate - undifferentiated, Aggregate - coarse, Granite",117.07030000000002,-20.852999999999984,0
Mt Anketell A,mineral deposit,WA,"Iron, Magnetite",117.09090000000002,-20.688899999999993,0
Cleaverville,mineral deposit,WA,"Limesand, Sand - undifferentiated, Limestone",117.01979999999999,-20.652199999999993,0
Swan Lake East,mineral deposit,WA,Heavy minerals,115.20300000000002,-34.29149999999999,0
Rover Range - Glenarty Creek,mineral deposit,WA,"Unspecified/Unknown, Heavy minerals, Ilmenite, Leucoxene, Zircon",115.18839999999999,-34.20369999999996,0
Alexandra Bridge,mineral deposit,WA,"Heavy minerals, Ilmenite, Leucoxene, Zircon, Monazite",115.2159,-34.10240000000001,0
Gale Rd Lot 2682 Kaloorup / Catalano 2,mineral deposit,WA,Gravel,115.23930000000001,-33.804699999999954,0
Boallia Road Sand,mineral deposit,WA,Sand - undifferentiated,115.2617,-33.72009999999996,0
Ambergate Group,mineral deposit,WA,"Monazite, Unspecified/Unknown, Titanium dioxide, Heavy minerals, Ilmenite, Zircon, Rutile, Leucoxene",115.30630000000001,-33.71139999999999,0
Military Rd Yanchep / WA Limestone,Mine - Openpit,WA,Limestone,115.672,-31.43500000000004,0
Military Rd Lot 1 Wilbinga / Civex,mineral deposit,WA,Limestone,115.68340000000002,-31.401399999999995,0
Red Gully HMS,Deposit - Unspecified,WA,"Ilmenite, Leucoxene, Rutile, Unspecified/Unknown, Zircon, Heavy minerals",115.73479999999999,-31.041299999999964,0
Rowes Road Lot 3 Yatharoo \ JAV Brown,mineral deposit,WA,Gravel,115.77509999999998,-30.89789999999997,0
Launer Road Lot 600 Eganu / Staughton,mineral deposit,WA,Gypsum,115.85239999999999,-29.909500000000005,0
Mt Narryer Iron,mineral deposit,WA,Iron,116.36450000000002,-26.53220000000004,0
Lady Vanessa,mineral deposit,WA,Quartz - amethyst,116.60100000000001,-24.50210000000002,0
Eliwana Morning Star,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron",116.8918,-22.484100000000037,0
Eliwana Airstrip Borrow Pit,mineral deposit,WA,Gravel,116.8796,-22.4315,0
Serpentine Creek,mineral deposit,WA,Iron,116.88710000000002,-22.355700000000013,0
Borrow Pit BP81 L47/228,mineral deposit,WA,Gravel,117.0627,-21.238400000000013,0
Borrow Pit BP70 L47/47,mineral deposit,WA,Gravel,117.06840000000001,-21.167199999999976,0
Harding River / Stove (47),mineral deposit,WA,"Gravel, Aggregate - undifferentiated",117.12819999999999,-20.898900000000044,0
Gregory West - Andover,mineral deposit,WA,"Iron, Titanium dioxide, Vanadium pentoxide, Aggregate - marine, Aggregate - undifferentiated, Aggregate - coarse, Vanadium",117.0771,-20.853599999999954,0
Mt Welcome North,mineral deposit,WA,Gravel,117.0969,-20.690899999999974,0
Sams Creek / North,mineral deposit,WA,"Sand - undifferentiated, Gravel",117.1878,-20.620600000000007,0
Paget Road,mineral deposit,WA,"Heavy minerals, Ilmenite",115.3096,-34.195700000000045,0
Chapman Hill East,mineral deposit,WA,"Heavy minerals, Ilmenite, Zircon",115.3478,-33.78780000000005,0
Wonnerup / Cristal,Mine - Openpit,WA,"Leucoxene, Xenotime, Heavy minerals, Ilmenite, Zircon, Monazite",115.4348,-33.650999999999975,0
Ludlow Pine Plantation / Iluka,mineral deposit,WA,"Heavy minerals, Ilmenite, Zircon",115.4576,-33.62419999999999,0
Cockburn Sound Dredging Group,mineral deposit,WA,"Limesand, Limestone",115.66169999999998,-32.07610000000001,0
Wanneroo / Casella (70),mineral deposit,WA,Limestone,115.7524,-31.747099999999982,0
Wesco Rd Nowergup (Sublease 6) / Limestone Building Blocks,mineral deposit,WA,"Limestone, Dimension stone",115.7594,-31.63219999999997,0
Pinjar - Aqua Road / Urban Resources,mineral deposit,WA,"Limestone, Limesand, Sand - undifferentiated",115.76230000000001,-31.601500000000048,0
Yeal Swamp / Hudson,mineral deposit,WA,Diatomite,115.76120000000002,-31.458500000000026,0
Magnus - Wabling Hill,mineral deposit,WA,"Unspecified/Unknown, Silica sand",115.75800000000001,-31.39909999999999,0
Boonanarring E,mineral deposit,WA,"Heavy minerals, Ilmenite, Zircon, Rutile, Leucoxene",115.8408,-31.234999999999992,0
Douglas Road Lot 31 Beeramullah / Tuss,mineral deposit,WA,Sand - undifferentiated,115.7598,-31.1446,0
Watheroo Lime / Watheroo Minerals,mineral deposit,WA,"Limestone, Agricultural Lime, Dolomite",115.98010000000001,-30.123599999999982,0
Marchagee / Collins (70),mineral deposit,WA,Bentonite,115.97450000000002,-30.076599999999996,0
Battersby-Coorow Talc,Deposit - Unspecified,WA,Talc,116.01890000000002,-29.924500000000005,0
Mt Marvel quarry,mineral deposit,WA,Aggregate - undifferentiated,116.0917,-29.105299999999993,0
Erong Springs Black Granite,mineral deposit,WA,Dimension stone,116.56,-25.559700000000017,0
Beasley River / Cheela Plains,mineral deposit,WA,"Sand - undifferentiated, Gravel",116.99100000000001,-22.94590000000004,0
Mt Wall Pisolites,mineral deposit,WA,Iron,116.9886,-22.833199999999987,0
Vivash / FMG,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron",117.01950000000001,-22.697199999999988,0
Eliwana Far East 2 Marra Mamba,mineral deposit,WA,Iron,117.0554,-22.517300000000006,0
Mt Farquhar - Deposit 17,mineral deposit,WA,Iron,116.9931,-22.321699999999986,0
Weckl West,mineral deposit,WA,Iron,117.1025,-22.18440000000003,0
Kumina J,mineral deposit,WA,"Unspecified/Unknown, Phosphorus, Alumina, Iron",117.1104,-21.855100000000004,0
Mt Oscar 1,mineral deposit,WA,"Alumina, Unspecified/Unknown, Phosphorus, Iron, Magnetite",117.1788,-20.925599999999978,0
West Pilbara Beryl Centres Sundry,mineral deposit,WA,Beryl - undifferentiated,117.19940000000001,-20.81229999999996,0
Governor Broome South Extended,mineral deposit,WA,"Leucoxene, Unspecified/Unknown, Heavy minerals, Ilmenite, Rutile, Zircon, Garnet",115.45069999999998,-34.296,0
Governor Broome Resources Group,mineral deposit,WA,"Unspecified/Unknown, Heavy minerals, Ilmenite, Rutile, Zircon, Garnet",115.41109999999999,-34.243299999999984,0
Tutunup / Cristal,Mine - Openpit,WA,"Unspecified/Unknown, Heavy minerals, Ilmenite, Zircon, Leucoxene",115.5386,-33.69580000000002,0
Ludlow / Cristal,mineral deposit,WA,"Unspecified/Unknown, Heavy minerals, Ilmenite, Leucoxene, Zircon, Monazite",115.489,-33.58959999999997,0
Capel Northeast - Deposit D Silica Sand,mineral deposit,WA,"Alumina, Iron, Sand - undifferentiated, Unspecified/Unknown, Titanium dioxide, Silica sand",115.57909999999998,-33.543499999999995,0
Harewoods Road Lots 2 & 3 Dalyellup / Piacentini,mineral deposit,WA,"Sand - undifferentiated, Limesand, Limestone",115.6141,-33.4126,0
Lake Clifton Limestone,mineral deposit,WA,Limestone,115.6885,-32.81480000000002,0
Old Coast Rd Lot 2711 Herron / WA Limestone,mineral deposit,WA,"Limestone, Limesand",115.67270000000002,-32.765399999999985,0
Dawesville / WA Limestone,mineral deposit,WA,Limestone,115.6462,-32.6571,0
Moylan Rd Wattleup / WA Limestone,mineral deposit,WA,Limestone,115.8006,-32.16900000000005,0
Parmelia Bank,mineral deposit,WA,"Limesand, Sea shells / shell grit",115.7107,-32.12629999999998,0
Herdsman Lake,mineral deposit,WA,Sand - undifferentiated,115.80070000000002,-31.917599999999982,0
Excellence Drive Lot 14844 Wangara / City Wanneroo,mineral deposit,WA,Sand - undifferentiated,115.83739999999999,-31.80190000000005,0
Jandabup Sand 2 / Rocla,mineral deposit,WA,"Sand - undifferentiated, Gravel",115.8645,-31.72109999999999,0
Flynn Drive Neerabup / WA Limestone,mineral deposit,WA,"Limestone, Limesand, Aggregate - undifferentiated",115.7787,-31.674900000000044,0
Muchea Silica Sand,mineral deposit,WA,"Alumina, Iron, Unspecified/Unknown, Titanium dioxide, Silica sand, Sand - undifferentiated",115.88219999999998,-31.49460000000001,0
Ashby Rd / Rule,mineral deposit,WA,Sand - undifferentiated,115.91670000000002,-31.36449999999997,0
Gingin North Glauconite,mineral deposit,WA,Glauconite,115.93270000000001,-31.328599999999952,0
Mindarra Springs North,mineral deposit,WA,"Monazite, Heavy minerals, Ilmenite, Zircon, Rutile",115.9642,-31.103499999999965,0
McCalls,mineral deposit,WA,"Leucoxene, Unspecified/Unknown, Heavy minerals, Ilmenite, Zircon, Rutile",115.92940000000002,-30.957799999999953,0
Moora - Coomberdale Group,mineral deposit,WA,"Quartzite, Unspecified/Unknown, Chert, Silica sand",116.03650000000002,-30.5188,0
Namban - Mulroy Green,mineral deposit,WA,"Granite, Dimension stone",116.05970000000002,-30.381899999999966,0
Watheroo / Crawford Quarries (70),mineral deposit,WA,"Granite, Dimension stone",116.0505,-30.336100000000002,0
